2.8108e-06,13.207
1.1469e-05,13.68
8.6113e-06,14.162
3.9728e-05,14.629
1.9507e-05,15.495
7.9437e-06,16.403
5.4889e-05,16.888
6.3509e-05,17.387
4.3279e-05,17.913
5.4208e-05,18.415
7.4565e-05,18.913
6.1198e-05,19.391
6.6368e-05,19.88
9.6283e-05,20.461
8.9562e-05,21.03
0.00010589,21.551
0.00010712,22.025
0.00011616,22.501
0.00011368,22.965
0.00012643,23.45
0.00012631,23.935
0.00012027,24.505
0.0001047,25.028
0.00012876,25.531
0.00012767,25.976
0.00010013,26.492
0.00011217,27.01
0.00012559,27.497
0.00015149,28.019
0.00016205,28.515
0.00017569,29.1
0.000157,29.636
0.00015315,30.154
0.00017292,30.686
0.00017937,31.165
0.00019965,31.654
0.00022442,32.226
0.0002172,32.729
0.00022984,33.202
0.00022214,33.675
0.00022359,33.915
0.00019787,34.31
0.00024003,34.568
0.00018758,34.967
0.00020768,35.376
0.00024164,35.705
0.00021992,35.895
0.00020235,36.191
0.00023924,36.442
0.00021056,36.664
0.00025052,36.983
0.00022286,37.317
0.00024656,37.578
0.00024123,37.873
0.00025193,38.131
0.00025025,38.642
0.00026061,39.156
0.0002418,39.689
0.00028473,40.317
0.00025359,40.983
0.0002827,41.776
0.00028748,42.398
0.00029126,43.315
0.00031035,44.09
0.00032613,44.816
0.00032539,45.404
0.00033116,46.016
0.00030512,46.623
0.00031514,47.168
0.00031682,47.67
0.00036443,48.155
0.00033248,48.744
0.00037303,49.26
0.00035645,49.764
0.00038106,50.222
0.00038514,50.821
0.00038228,51.42
0.00040283,51.981
0.00038349,52.479
0.00038583,52.935
0.00038276,53.244
0.00039226,53.453
0.0003964,53.622
0.00041414,54.014
0.00041923,54.508
0.00042369,54.905
0.00043335,55.281
0.00041306,55.668
0.00044211,56.102
0.00043038,56.675
0.00043651,57.409
0.00046929,58.14
0.00049183,58.872
0.00045489,59.365
0.00047682,59.692
0.00044712,59.892
0.00046868,60.357
0.00046101,60.944
0.00045406,61.367
0.00050192,61.775
0.00047572,62.081
0.00046331,62.595
0.00047236,63.103
0.00047587,63.847
0.00049774,65.048
0.00049514,66.192
0.00048907,67.226
0.0005131,68.061
0.00051304,68.959
0.00051786,69.835
0.00055391,70.747
0.00053462,71.469
0.00054212,72.195
0.00054228,72.691
0.00054413,72.888
0.00055763,73.025
0.00054961,73.241
0.00056627,73.574
0.0005973,74.087
0.00057709,74.739
