0.0,0.0,-0.0,0.0
0.08,2.47328e-05,4.73273928492e-10,2.1958192471033591e-07
0.235,3.20054e-05,5.67928736928e-10,2.3817067838129164e-07
0.39,4.07336e-05,6.62583545363e-10,2.574291321527227e-07
0.545,4.96898e-05,7.57238296956e-10,2.750074870830035e-07
0.7,5.8754e-05,8.51893105391e-10,2.9041364375942443e-07
0.855,6.94044e-05,9.46547856984e-10,3.070229641755918e-07
1.01,8.00533e-05,1.04120272226e-09,3.2203336961964306e-07
1.165,9.07024e-05,1.13585747386e-09,3.3558165445214816e-07
1.32,0.000102624,1.23051222545e-09,3.493931320228372e-07
1.475,0.000114965,1.32516709073e-09,3.6310911177238545e-07
1.63,0.000127305,1.41982184232e-09,3.777804258375285e-07
1.785,0.000139646,1.51447659391e-09,3.889105497525075e-07
1.94,0.000153509,1.60913145919e-09,3.9971887304527965e-07
2.095,0.000167543,1.70378621078e-09,4.116356523293317e-07
2.25,0.000181578,1.79844096238e-09,4.2693596373574023e-07
2.405,0.000195613,1.89309571397e-09,4.3649850709385534e-07
2.56,0.000210535,1.98775046556e-09,4.4418671756515066e-07
2.715,0.000226264,2.08240544453e-09,4.5503427179130104e-07
2.87,0.000241993,2.17706019612e-09,4.687031897093416e-07
3.025,0.000257723,2.27171494771e-09,4.822349838622828e-07
3.28,0.00035994,2.83964368464e-09,5.361159702829054e-07
3.55,0.000454192,3.31291766997e-09,5.815490821003972e-07
3.82,0.0005553,3.78619142793e-09,6.189305263024801e-07
4.09,0.000662406,4.25946564064e-09,6.515150078808751e-07
4.36,0.000774983,4.73273939861e-09,6.867820341990536e-07
4.63,0.000895759,5.20601315657e-09,7.293084430972457e-07
5.08,0.00128739,6.62583533995e-09,8.152407208243685e-07
5.625,0.00157341,7.57238285587e-09,8.737049974707901e-07
6.17,0.00187795,8.51893128129e-09,9.285136342735574e-07
6.715,0.00220013,9.46547879721e-09,9.794942469914972e-07
7.26,0.00253919,1.04120263131e-08,1.0282621758100725e-06
8.385,0.00404681,1.41982181958e-08,1.1964288553095773e-06
10.08,0.00532574,1.70378625626e-08,1.3139742868670946e-06
11.775,0.00671556,1.98775051103e-08,1.4201588092036817e-06
13.47,0.00820468,2.27171494771e-08,1.5192572601479224e-06
15.165,0.00978432,2.55567920249e-08,1.6129417671459851e-06
16.86,0.0114468,2.83964363916e-08,1.704243107860198e-06
18.555,0.0131909,3.12360789394e-08,1.7958851622692334e-06
20.25,0.0150104,3.40757251251e-08,1.8747099588841272e-06
21.945,0.0168957,3.69153676729e-08,1.953738621836219e-06
23.64,0.0188562,3.97550102207e-08,2.037682757513807e-06
25.335,0.0208741,4.25946564064e-08,2.1052485515252305e-06
27.03,0.0229623,4.54342989542e-08,2.187520393015434e-06
28.725,0.0251023,4.8273941502e-08,2.2556833004728907e-06
30.42,0.027306,5.11135840497e-08,2.3200724401294203e-06
34.955,0.0416331,6.81514502503e-08,2.716892689618734e-06
39.69,0.0567488,8.4242761659e-08,3.0373693017301926e-06
44.425,0.0732135,1.00334073068e-07,3.336685422225876e-06
49.16,0.0909135,1.16425391752e-07,3.62936916537839e-06
53.895,0.109734,1.32516710437e-07,3.8948808280735e-06
58.63,0.129602,1.4860801457e-07,4.13751330404286e-06
70.925,0.203084,2.02561248443e-07,4.889073716901369e-06
83.22,0.285901,2.56514467765e-07,5.564575347074059e-06
95.515,0.376878,3.10467701638e-07,6.15194313542269e-06
107.81,0.475201,3.64420935512e-07,6.6930407968064096e-06
120.105,0.580266,4.18374169385e-07,7.2162256940855485e-06
132.4,0.69157,4.72327403259e-07,7.69933960814636e-06
144.695,0.808714,5.26280608028e-07,8.17535854972335e-06
156.99,0.931382,5.80233871005e-07,8.617079924820669e-06
169.285,1.05926,6.34187075775e-07,9.002089063258153e-06
181.58,1.19217,6.88140338752e-07,9.435355914397775e-06
193.875,1.32984,7.42093543522e-07,9.819213375806082e-06
