0.0,0.0,-0
0.02,1.37159e-06,1.00000001169e-10
0.04,3.67459e-06,2.00000002337e-10
0.06,6.93647e-06,3.00000010611e-10
0.08,1.05468e-05,4.00000004674e-10
0.08,1.36551e-05,4.73273928492e-10
0.085,1.25946e-05,4.48273937081e-10
0.09,1.1534e-05,4.23273945671e-10
0.095,1.04735e-05,3.98273954261e-10
0.1,9.41295e-06,3.73273934429e-10
0.105,8.78571e-06,3.48273943018e-10
0.11,7.69558e-06,3.23273951608e-10
0.115,6.88002e-06,2.98273931776e-10
0.12,6.06462e-06,2.73273940365e-10
0.125,5.24917e-06,2.48273948955e-10
0.13,4.43371e-06,2.23273943334e-10
0.135,3.61824e-06,1.98273937713e-10
0.14,3.37239e-06,1.73273946302e-10
0.145,2.47382e-06,1.48273940681e-10
0.15,1.90303e-06,1.2327393506e-10
0.155,1.33232e-06,9.82739436495e-11
0.155,1.24969e-06,9.46547871195e-11
0.175,3.53204e-06,1.94654788288e-10
0.195,6.76217e-06,2.94654796562e-10
0.215,1.03202e-05,3.94654790625e-10
0.235,1.45623e-05,4.94654784688e-10
0.235,1.76703e-05,5.67928736928e-10
0.24,1.661e-05,5.42928717095e-10
0.245,1.55494e-05,5.17928754107e-10
0.25,1.44889e-05,4.92928734275e-10
0.255,1.34284e-05,4.67928742864e-10
0.26,1.23679e-05,4.42928723032e-10
0.265,1.13074e-05,4.17928731622e-10
0.27,1.02469e-05,3.92928740212e-10
0.275,9.18639e-06,3.67928720379e-10
0.28,8.70186e-06,3.42928728969e-10
0.285,7.52122e-06,3.17928737559e-10
0.29,6.70565e-06,2.92928717727e-10
0.295,5.89026e-06,2.67928726316e-10
0.3,5.0748e-06,2.42928734906e-10
0.305,4.25934e-06,2.17928729285e-10
0.31,3.55981e-06,1.92928723663e-10
0.31,3.41047e-06,1.89309574239e-10
0.33,6.58773e-06,2.89309582513e-10
0.35,1.00936e-05,3.89309576576e-10
0.37,1.43357e-05,4.89309570639e-10
0.39,1.86609e-05,5.89309593124e-10
0.39,2.24891e-05,6.62583545363e-10
0.395,2.11831e-05,6.37583525531e-10
0.4,1.98768e-05,6.12583505699e-10
0.405,1.85707e-05,5.8758354271e-10
0.41,1.78131e-05,5.62583522878e-10
0.415,1.63833e-05,5.37583503046e-10
0.42,1.53226e-05,5.12583540058e-10
0.425,1.42622e-05,4.87583520226e-10
0.43,1.32018e-05,4.62583528815e-10
0.435,1.21413e-05,4.37583508983e-10
0.44,1.10808e-05,4.12583517573e-10
0.445,1.00203e-05,3.87583526162e-10
0.45,9.00833e-06,3.6258350633e-10
0.455,8.16215e-06,3.3758351492e-10
0.46,7.34666e-06,3.1258352351e-10
0.465,6.53122e-06,2.87583532099e-10
0.465,6.41317e-06,2.83964368464e-10
0.485,9.86687e-06,3.83964362527e-10
0.505,1.4109e-05,4.8396435659e-10
0.525,1.83819e-05,5.83964379075e-10
0.545,2.36064e-05,6.83964344717e-10
0.545,2.74339e-05,7.57238296956e-10
0.55,2.61282e-05,7.32238333967e-10
0.555,2.48219e-05,7.07238314135e-10
0.56,2.35159e-05,6.82238294303e-10
0.565,2.22098e-05,6.57238331314e-10
0.57,2.09038e-05,6.32238311482e-10
0.575,1.95977e-05,6.0723829165e-10
0.58,1.82917e-05,5.82238328661e-10
0.585,1.76942e-05,5.57238308829e-10
0.59,1.61566e-05,5.32238288997e-10
0.595,1.50959e-05,5.07238326009e-10
0.6,1.40355e-05,4.82238306176e-10
0.605,1.2975e-05,4.57238314766e-10
0.61,1.19145e-05,4.32238294934e-10
0.615,1.0854e-05,4.07238303524e-10
0.62,9.79349e-06,3.82238312113e-10
0.62,9.63997e-06,3.78619148478e-10
0.64,1.38807e-05,4.78619142541e-10
0.66,1.81238e-05,5.78619165026e-10
0.68,2.33274e-05,6.78619130667e-10
0.7,2.8551e-05,7.78619153152e-10
0.7,3.24383e-05,8.51893105391e-10
0.705,3.10729e-05,8.26893085559e-10
0.71,2.97668e-05,8.01893122571e-10
0.715,2.84608e-05,7.76893102739e-10
0.72,2.71548e-05,7.51893082906e-10
0.725,2.58488e-05,7.26893119918e-10
0.73,2.45428e-05,7.01893100086e-10
0.735,2.32368e-05,6.76893080254e-10
0.74,2.19307e-05,6.51893117265e-10
0.745,2.06247e-05,6.26893097433e-10
0.75,1.93186e-05,6.01893077601e-10
0.755,1.81287e-05,5.76893114612e-10
0.76,1.69901e-05,5.5189309478e-10
0.765,1.59296e-05,5.26893074948e-10
0.77,1.48691e-05,5.01893111959e-10
0.775,1.38086e-05,4.76893092127e-10
0.775,1.36551e-05,4.73273928492e-10
0.795,1.78957e-05,5.73273950977e-10
0.815,2.30482e-05,6.73273916618e-10
0.835,2.82719e-05,7.73273939103e-10
0.855,3.37668e-05,8.73273961588e-10
0.855,3.83184e-05,9.46547856984e-10
0.86,3.67655e-05,9.21547893995e-10
0.865,3.52123e-05,8.96547874163e-10
0.87,3.36594e-05,8.71547911174e-10
0.875,3.21065e-05,8.46547891342e-10
0.88,3.07937e-05,8.2154787151e-10
0.885,2.94876e-05,7.96547908521e-10
0.89,2.81816e-05,7.71547888689e-10
0.895,2.68756e-05,7.46547868857e-10
0.9,2.55696e-05,7.21547905869e-10
0.905,2.42636e-05,6.96547886037e-10
0.91,2.29576e-05,6.71547866204e-10
0.915,2.16515e-05,6.46547903216e-10
0.92,2.03455e-05,6.21547883384e-10
0.925,1.90394e-05,5.96547863552e-10
0.93,1.80097e-05,5.71547900563e-10
0.93,1.76701e-05,5.67928736928e-10
0.95,2.27689e-05,6.67928702569e-10
0.97,2.79926e-05,7.67928725054e-10
0.99,3.34349e-05,8.67928747539e-10
1.01,3.96468e-05,9.6792871318e-10
1.01,4.41977e-05,1.04120272226e-09
1.015,4.26452e-05,1.01620264559e-09
1.02,4.1092e-05,9.91202682599e-10
1.025,3.95391e-05,9.6620271961e-10
1.03,3.79862e-05,9.41202699778e-10
1.035,3.64333e-05,9.16202679946e-10
1.04,3.48805e-05,8.91202660114e-10
1.045,3.33275e-05,8.66202697125e-10
1.05,3.18203e-05,8.41202677293e-10
1.055,3.05144e-05,8.16202657461e-10
1.06,2.92083e-05,7.91202694472e-10
1.065,2.79023e-05,7.6620267464e-10
1.07,2.65963e-05,7.41202654808e-10
1.075,2.52903e-05,7.16202691819e-10
1.08,2.39843e-05,6.91202671987e-10
1.085,2.26782e-05,6.66202652155e-10
1.085,2.24892e-05,6.62583545363e-10
1.105,2.77116e-05,7.62583511005e-10
1.125,3.3103e-05,8.6258353349e-10
1.145,3.93149e-05,9.62583499131e-10
1.165,4.55258e-05,1.06258346477e-09
1.165,5.00771e-05,1.13585747386e-09
1.17,4.85247e-05,1.11085751087e-09
1.175,4.69714e-05,1.08585743419e-09
1.18,4.54186e-05,1.0608574712e-09
1.185,4.38658e-05,1.03585750821e-09
1.19,4.23129e-05,1.01085743154e-09
1.195,4.07601e-05,9.8585746855e-10
1.2,3.92072e-05,9.60857505561e-10
1.205,3.76543e-05,9.35857485729e-10
1.21,3.61015e-05,9.10857465897e-10
1.215,3.45486e-05,8.85857446065e-10
1.22,3.29957e-05,8.60857483076e-10
1.225,3.15409e-05,8.35857463244e-10
1.23,3.0235e-05,8.10857443412e-10
1.235,2.89289e-05,7.85857480423e-10
1.24,2.76229e-05,7.60857460591e-10
1.24,2.74339e-05,7.57238296956e-10
1.26,3.2771e-05,8.57238319441e-10
1.28,3.8983e-05,9.57238285082e-10
1.3,4.51939e-05,1.05723825072e-09
1.32,5.14051e-05,1.15723833005e-09
1.32,5.66593e-05,1.23051222545e-09
1.325,5.48596e-05,1.20551226246e-09
1.33,5.30596e-05,1.18051229947e-09
1.335,5.13976e-05,1.15551222279e-09
1.34,4.97453e-05,1.13051225981e-09
1.345,4.81923e-05,1.10551229682e-09
1.35,4.66395e-05,1.08051222014e-09
1.355,4.50867e-05,1.05551225715e-09
1.36,4.35338e-05,1.03051229416e-09
1.365,4.1981e-05,1.00551221749e-09
1.37,4.04281e-05,9.805122545e-10
1.375,3.88752e-05,9.55512291512e-10
1.38,3.73224e-05,9.3051227168e-10
1.385,3.57695e-05,9.05512251848e-10
1.39,3.42166e-05,8.80512232015e-10
1.395,3.26637e-05,8.55512269027e-10
1.395,3.24389e-05,8.51893105391e-10
1.415,3.86483e-05,9.51893071033e-10
1.435,4.48619e-05,1.05189315036e-09
1.455,5.10731e-05,1.151893116e-09
1.475,5.81987e-05,1.25189308164e-09
1.475,6.34723e-05,1.32516709073e-09
1.48,6.16733e-05,1.30016701405e-09
1.485,5.98732e-05,1.27516705106e-09
1.49,5.80737e-05,1.25016708807e-09
1.495,5.62741e-05,1.2251670114e-09
1.5,5.44746e-05,1.20016704841e-09
1.505,5.2675e-05,1.17516708542e-09
1.51,5.09659e-05,1.15016700875e-09
1.515,4.94131e-05,1.12516704576e-09
1.52,4.78602e-05,1.10016708277e-09
1.525,4.63074e-05,1.07516700609e-09
1.53,4.47546e-05,1.0501670431e-09
1.535,4.32017e-05,1.02516708012e-09
1.54,4.16489e-05,1.00016700344e-09
1.545,4.0096e-05,9.75167040451e-10
1.55,3.85431e-05,9.50167020619e-10
1.55,3.83183e-05,9.46547856984e-10
1.57,4.45276e-05,1.04654793631e-09
1.59,5.0741e-05,1.14654790195e-09
1.61,5.78141e-05,1.24654786759e-09
1.63,6.50115e-05,1.34654783324e-09
1.63,7.02856e-05,1.41982184232e-09
1.635,6.84867e-05,1.39482187933e-09
1.64,6.66867e-05,1.36982180265e-09
1.645,6.48872e-05,1.34482183967e-09
1.65,6.30877e-05,1.31982187668e-09
1.655,6.12882e-05,1.2948218e-09
1.66,5.94886e-05,1.26982183701e-09
1.665,5.76891e-05,1.24482187402e-09
1.67,5.58895e-05,1.21982179735e-09
1.675,5.409e-05,1.19482183436e-09
1.68,5.22904e-05,1.16982187137e-09
1.685,5.06338e-05,1.1448217947e-09
1.69,4.9081e-05,1.11982183171e-09
1.695,4.75281e-05,1.09482186872e-09
1.7,4.59753e-05,1.06982179204e-09
1.705,4.44224e-05,1.04482182905e-09
1.705,4.41976e-05,1.04120272226e-09
1.725,5.04067e-05,1.1412026879e-09
1.745,5.74294e-05,1.24120265355e-09
1.765,6.46269e-05,1.34120261919e-09
1.785,7.18247e-05,1.44120269852e-09
1.785,7.70988e-05,1.51447659391e-09
1.79,7.52999e-05,1.48947663092e-09
1.795,7.34999e-05,1.46447666793e-09
1.8,7.17004e-05,1.43947659126e-09
1.805,6.9901e-05,1.41447662827e-09
1.81,6.81015e-05,1.38947666528e-09
1.815,6.6302e-05,1.36447658861e-09
1.82,6.45025e-05,1.33947662562e-09
1.825,6.2703e-05,1.31447666263e-09
1.83,6.09035e-05,1.28947658595e-09
1.835,5.9104e-05,1.26447662296e-09
1.84,5.73044e-05,1.23947665998e-09
1.845,5.55049e-05,1.2144765833e-09
1.85,5.37053e-05,1.18947662031e-09
1.855,5.19057e-05,1.16447665732e-09
1.86,5.03017e-05,1.13947658065e-09
1.86,5.00767e-05,1.13585747386e-09
1.88,5.70446e-05,1.2358574395e-09
1.9,6.42422e-05,1.33585740514e-09
1.92,7.144e-05,1.43585748447e-09
1.94,7.87536e-05,1.53585745011e-09
1.94,8.47528e-05,1.60913145919e-09
1.945,8.27061e-05,1.58413138251e-09
1.95,8.06588e-05,1.55913141953e-09
1.955,7.86121e-05,1.53413145654e-09
1.96,7.67142e-05,1.50913137986e-09
1.965,7.49147e-05,1.48413141687e-09
1.97,7.31151e-05,1.45913145388e-09
1.975,7.13157e-05,1.43413137721e-09
1.98,6.95162e-05,1.40913141422e-09
1.985,6.77167e-05,1.38413145123e-09
1.99,6.59172e-05,1.35913137456e-09
1.995,6.41177e-05,1.33413141157e-09
2.0,6.23182e-05,1.30913144858e-09
2.005,6.05187e-05,1.2841313719e-09
2.01,5.87192e-05,1.25913140891e-09
2.015,5.69196e-05,1.23413144593e-09
2.015,5.66591e-05,1.23051222545e-09
2.035,6.38545e-05,1.33051230478e-09
2.055,7.10552e-05,1.43051227042e-09
2.075,7.83162e-05,1.53051223606e-09
2.095,8.65036e-05,1.6305122017e-09
2.095,9.25011e-05,1.70378621078e-09
2.1,9.04552e-05,1.67878624779e-09
2.105,8.84079e-05,1.65378617112e-09
2.11,8.63613e-05,1.62878620813e-09
2.115,8.43147e-05,1.60378624514e-09
2.12,8.22681e-05,1.57878616847e-09
2.125,8.02214e-05,1.55378620548e-09
2.13,7.81748e-05,1.52878624249e-09
2.135,7.63294e-05,1.50378616581e-09
2.14,7.45298e-05,1.47878620282e-09
2.145,7.27303e-05,1.45378623984e-09
2.15,7.09309e-05,1.42878616316e-09
2.155,6.91314e-05,1.40378620017e-09
2.16,6.73319e-05,1.37878623718e-09
2.165,6.55324e-05,1.35378616051e-09
2.17,6.37329e-05,1.32878619752e-09
2.17,6.34724e-05,1.32516709073e-09
2.19,7.06676e-05,1.42516705637e-09
2.21,7.78681e-05,1.52516702201e-09
2.23,8.60662e-05,1.62516698765e-09
2.25,9.42515e-05,1.72516706698e-09
2.25,0.00010025,1.79844096238e-09
2.255,9.82041e-05,1.77344099939e-09
2.26,9.61568e-05,1.7484410364e-09
2.265,9.41103e-05,1.72344095972e-09
2.27,9.20637e-05,1.69844099673e-09
2.275,9.00171e-05,1.67344103374e-09
2.28,8.79705e-05,1.64844095707e-09
2.285,8.59239e-05,1.62344099408e-09
2.29,8.38773e-05,1.59844103109e-09
2.295,8.18306e-05,1.57344095442e-09
2.3,7.9784e-05,1.54844099143e-09
2.305,7.77624e-05,1.52344102844e-09
2.31,7.59446e-05,1.49844095176e-09
2.315,7.41449e-05,1.47344098878e-09
2.32,7.23455e-05,1.44844102579e-09
2.325,7.0546e-05,1.42344094911e-09
2.325,7.02855e-05,1.41982184232e-09
2.345,7.74804e-05,1.51982180796e-09
2.365,8.56287e-05,1.6198217736e-09
2.385,9.38141e-05,1.71982185293e-09
2.405,0.000102,1.81982181857e-09
2.405,0.000107999,1.89309571397e-09
2.41,0.000105953,1.86809575098e-09
2.415,0.000103905,1.84309578799e-09
2.42,0.000101859,1.818095825e-09
2.425,9.98124e-05,1.79309574833e-09
2.43,9.77659e-05,1.76809578534e-09
2.435,9.57193e-05,1.74309582235e-09
2.44,9.36728e-05,1.71809574567e-09
2.445,9.16262e-05,1.69309578268e-09
2.45,8.95796e-05,1.6680958197e-09
2.455,8.7533e-05,1.64309574302e-09
2.46,8.54864e-05,1.61809578003e-09
2.465,8.34397e-05,1.59309581704e-09
2.47,8.13931e-05,1.56809574037e-09
2.475,7.93465e-05,1.54309577738e-09
2.48,7.7529e-05,1.51809581439e-09
2.48,7.70985e-05,1.51447659391e-09
2.5,8.51911e-05,1.61447655955e-09
2.52,9.33766e-05,1.71447663888e-09
2.54,0.000101563,1.81447660452e-09
2.56,0.000109749,1.91447657016e-09
2.56,0.000116237,1.98775046556e-09
2.565,0.000113943,1.96275050257e-09
2.57,0.00011167,1.93775053958e-09
2.575,0.000109608,1.91275057659e-09
