0.0,0.0,-0.0,0.0
0.08,9.81416e-06,4.73273928492e-10,2.1959048930922658e-07
0.235,1.27e-05,5.67928736928e-10,2.3818006528518782e-07
0.39,1.61634e-05,6.62583545363e-10,2.577322866213854e-07
0.545,1.97173e-05,7.57238296956e-10,2.7530315142214087e-07
0.7,2.3314e-05,8.51893105391e-10,2.907110061055245e-07
0.855,2.75401e-05,9.46547856984e-10,3.0714549180628187e-07
1.01,3.17657e-05,1.04120272226e-09,3.2208409567876124e-07
1.165,3.59913e-05,1.13585747386e-09,3.3554023375846305e-07
1.32,4.07221e-05,1.23051222545e-09,3.493925091562627e-07
1.475,4.56187e-05,1.32516709073e-09,3.631219061469128e-07
1.63,5.05156e-05,1.41982184232e-09,3.777948396895281e-07
1.785,5.54123e-05,1.51447659391e-09,3.889245159083756e-07
1.94,6.09134e-05,1.60913145919e-09,3.997341842399704e-07
2.095,6.64823e-05,1.70378621078e-09,4.116519081889703e-07
2.25,7.20515e-05,1.79844096238e-09,4.269515281608347e-07
2.405,7.76206e-05,1.89309571397e-09,4.365182217548423e-07
2.56,8.35417e-05,1.98775046556e-09,4.4420382283380787e-07
2.715,8.97832e-05,2.08240544453e-09,4.550520328084225e-07
2.87,9.60246e-05,2.17706019612e-09,4.6872166456367134e-07
3.025,0.000102266,2.27171494771e-09,4.822487628134067e-07
3.28,0.000142827,2.83964368464e-09,5.361406917697187e-07
3.55,0.000180227,3.31291766997e-09,5.815813870177114e-07
3.82,0.000220347,3.78619142793e-09,6.189541984857274e-07
4.09,0.000262847,4.25946564064e-09,6.515401912846042e-07
4.36,0.000307518,4.73273939861e-09,6.868080321134523e-07
4.63,0.000355444,5.20601315657e-09,7.293374604186583e-07
5.08,0.000510846,6.62583533995e-09,8.152725171156849e-07
5.625,0.000624341,7.57238285587e-09,8.737378063095301e-07
6.17,0.000745184,8.51893128129e-09,9.285545458554831e-07
6.715,0.000873028,9.46547879721e-09,9.7953161068542e-07
7.26,0.00100757,1.04120263131e-08,1.028306921431732e-06
8.385,0.0016058,1.41982181958e-08,1.1964719490999244e-06
10.08,0.00211329,1.70378625626e-08,1.314015267999469e-06
11.775,0.00266504,1.98775051103e-08,1.420119599047005e-06
13.47,0.00325805,2.27171494771e-08,1.5184334304363203e-06
15.165,0.00388967,2.55567920249e-08,1.610883226573426e-06
16.86,0.00455714,2.83964363916e-08,1.7010630212168926e-06
18.555,0.00526145,3.12360789394e-08,1.7882524362367679e-06
20.25,0.00599778,3.40757251251e-08,1.8617049239045154e-06
21.945,0.00676499,3.69153676729e-08,1.9469783249600016e-06
23.64,0.00756151,3.97550102207e-08,2.0137942423994596e-06
25.335,0.008384,4.25946564064e-08,2.096144504114217e-06
27.03,0.00923116,4.54342989542e-08,2.1564811210448407e-06
28.725,0.010104,4.8273941502e-08,2.233615668705733e-06
30.42,0.0109973,5.11135840497e-08,2.3042150463341685e-06
34.955,0.0167957,6.81514502503e-08,2.6779140688492763e-06
39.69,0.0228684,8.4242761659e-08,3.0173051941123486e-06
44.425,0.0294366,1.00334073068e-07,3.3255574737085026e-06
49.16,0.0364418,1.16425391752e-07,3.600587900217053e-06
53.895,0.043847,1.32516710437e-07,3.885918529551617e-06
58.63,0.0516134,1.4860801457e-07,4.149998373708018e-06
70.925,0.0799734,2.02561248443e-07,4.944254751754659e-06
83.22,0.111413,2.56514467765e-07,5.678973869473898e-06
95.515,0.145454,3.10467701638e-07,6.319917142459395e-06
107.81,0.181785,3.64420935512e-07,6.939618419641521e-06
120.105,0.220164,4.18374169385e-07,7.500451156362752e-06
132.4,0.260411,4.72327403259e-07,8.042245055592846e-06
144.695,0.302367,5.26280608028e-07,8.586392386075611e-06
156.99,0.345912,5.80233871005e-07,9.079819953917427e-06
169.285,0.39094,6.34187075775e-07,9.522811846568732e-06
181.58,0.437364,6.88140338752e-07,9.97043547055452e-06
193.875,0.485132,7.42093543522e-07,1.0411471891655555e-05
