0.0,0.0,-0.0,0.0
0.08,2.25261e-05,4.73273928492e-10,2.1958555658377542e-07
0.235,2.91498e-05,5.67928736928e-10,2.3817465363085914e-07
0.39,3.70992e-05,6.62583545363e-10,2.577262767807264e-07
0.545,4.52563e-05,7.57238296956e-10,2.752966552446585e-07
0.7,5.35118e-05,8.51893105391e-10,2.9041848319819166e-07
0.855,6.32119e-05,9.46547856984e-10,3.068512366272205e-07
1.01,7.29107e-05,1.04120272226e-09,3.220358782618305e-07
1.165,8.26096e-05,1.13585747386e-09,3.3558702506201743e-07
1.32,9.3468e-05,1.23051222545e-09,3.494007345870527e-07
1.475,0.000104707,1.32516709073e-09,3.63114480328363e-07
1.63,0.000115947,1.41982184232e-09,3.777886086087088e-07
1.785,0.000127186,1.51447659391e-09,3.889165252353979e-07
1.94,0.000139812,1.60913145919e-09,3.9972491179097573e-07
2.095,0.000152594,1.70378621078e-09,4.116423067904508e-07
2.25,0.000165377,1.79844096238e-09,4.269404099546561e-07
2.405,0.00017816,1.89309571397e-09,4.365111797094634e-07
2.56,0.00019175,1.98775046556e-09,4.4419374043173303e-07
2.715,0.000206076,2.08240544453e-09,4.5504184855119214e-07
2.87,0.000220402,2.17706019612e-09,4.6871216428012865e-07
3.025,0.000234728,2.27171494771e-09,4.822413846210101e-07
3.28,0.000327825,2.83964368464e-09,5.361256527751107e-07
3.55,0.000413668,3.31291766997e-09,5.815585883655695e-07
3.82,0.000505754,3.78619142793e-09,6.189389562712791e-07
4.09,0.000603304,4.25946564064e-09,6.515257691382239e-07
4.36,0.000705836,4.73273939861e-09,6.867930072230024e-07
4.63,0.000815837,5.20601315657e-09,7.293202917448652e-07
5.08,0.00117253,6.62583533995e-09,8.152525518265253e-07
5.625,0.00143303,7.57238285587e-09,8.737155343870562e-07
6.17,0.0017104,8.51893128129e-09,9.285423052761452e-07
6.715,0.00200383,9.46547879721e-09,9.795091322468972e-07
7.26,0.00231263,1.04120263131e-08,1.0282728485765507e-06
8.385,0.00368574,1.41982181958e-08,1.1964481242294282e-06
10.08,0.00485056,1.70378625626e-08,1.3139953304619292e-06
11.775,0.00611698,1.98775051103e-08,1.4200905363710302e-06
13.47,0.00747654,2.27171494771e-08,1.5186210899475128e-06
15.165,0.00891845,2.55567920249e-08,1.6119768680845478e-06
16.86,0.0104349,2.83964363916e-08,1.703088485960647e-06
18.555,0.0120248,3.12360789394e-08,1.7944319300706139e-06
20.25,0.0136809,3.40757251251e-08,1.8730680366166957e-06
21.945,0.0153946,3.69153676729e-08,1.953533715282457e-06
23.64,0.0171752,3.97550102207e-08,2.0371645260335662e-06
25.335,0.0190056,4.25946564064e-08,2.1052748963989453e-06
27.03,0.0208977,4.54342989542e-08,2.189105633637991e-06
28.725,0.022834,4.8273941502e-08,2.2557722741410916e-06
30.42,0.0248273,5.11135840497e-08,2.3248330310787785e-06
34.955,0.0377302,6.81514502503e-08,2.722658188626283e-06
39.69,0.0512768,8.4242761659e-08,3.0638568801930226e-06
44.425,0.0659595,1.00334073068e-07,3.3761522877595046e-06
49.16,0.081665,1.16425391752e-07,3.6504373761207097e-06
53.895,0.0983178,1.32516710437e-07,3.933033432229816e-06
58.63,0.115834,1.4860801457e-07,4.189080747212349e-06
70.925,0.180196,2.02561248443e-07,4.977829463214784e-06
83.22,0.252133,2.56514467765e-07,5.679798115150336e-06
95.515,0.330609,3.10467701638e-07,6.2943864072573055e-06
107.81,0.414922,3.64420935512e-07,6.853091339841476e-06
120.105,0.504555,4.18374169385e-07,7.395148479083434e-06
132.4,0.5991,4.72327403259e-07,7.927428577728588e-06
144.695,0.698173,5.26280608028e-07,8.415309620172454e-06
156.99,0.801509,5.80233871005e-07,8.851764437600823e-06
169.285,0.908891,6.34187075775e-07,9.289143851589778e-06
181.58,1.02012,6.88140338752e-07,9.728981088214459e-06
193.875,1.13497,7.42093543522e-07,1.0116377609588137e-05
